u0_atom,molecules
-1429.95,CC1NC1[CH][N]O
-1781.62,NCC1CCC1N
-1481.54,NCC1CNC1=O
-1649.39,CC(O)C1CCO1
-1740.7,Oc1cccn1O
-1408.72,O=CC#CC1CN1
-1661.76,CC(=N)NC1CC1
-1411.7,C=CC1C(C)N1C
-1633.22,N[N][CH]CC1CC1
-1700.7,C=CC1(C)CCO1
-1725.05,CC1(N)CCC1O
-1491.18,C1=CCC=CC1
-2063.19,C1CCCCCC1
-1550.18,CC1COC1C
-1620.31,CC1CC(N)C1
-1619.78,NC1C2C=CC1C2
-1783.89,CCC(N)C1CN1
-1458.07,O=CC1NCC1=O
-1716.33,C1CC2CC(C1)O2
-1354.89,CC1=CCC2NC12
-1251.02,C=CC1(C)CCC1
-1517.16,CCC1=COCO1
-860.33,C1CC1
-1146.37,On1cccc1
-1916.82,CC1C(C)C1CN
-1726.01,CC1CC(C)C1=O
-1553.34,Cc1c[nH]cc1C
-1622.97,CC1(N)CCC1
-1784.07,C1CNC2CC2C1
-1638.57,C=C1CC2CN2C1
-1511.28,OC1COC2CC12
-1703.79,CCNC1COC1
-1544.6,O=C1CCC(O)C1
-1788.4,CNC1C=CCC1
-1739.24,NC1CCCC1O
-1644.44,OCCC1CCO1
-1411.95,CC1(O)CNC1=O
-1352.41,OCC1(O)CC1
-1727.47,CC1=COCCC1
-1766.88,C=CCNC1CC1
-1725.09,C=C1OCCC1C
-1268.82,N#CC1=NNCC1
-1264.78,N=C(N)OC1CC1
-1481.17,C1NC2CC1C2
-1658.68,CC1=NN(C)CC1
-1288.62,C#CC1CN1C=O
-1411.09,N#CC1=CNCC1
-1352.75,Cc1[nH]ncc1O
-1787.78,CC1=CC(C)C=C1
-1710.63,CN1CC1CCO
-1423.42,NC1CC1CO
-2046.34,CCCC1(C)CC1
-1457.93,CCc1ccon1
-1339.0,C1CCNC1
-1714.67,CCC1OCC1N
-1246.47,CC1COC1=O
-1317.19,O=Nc1cc[nH]c1
-1704.84,COC(C)C1CN1
-1295.01,NC(=S)NC1CC1
-1531.11,O=COC1CCC1
-1318.69,NN=C1CC=CO1
-1588.76,CCC(=O)N1CC1
-1556.22,C=Cc1nncs1
-1399.77,NC1CC1OC=O
-1648.41,CC1CC(CO)O1
-1411.89,O=Cc1ccon1
-1928.18,CC1=CC(C)CC1
-1378.05,C1C2OC3C1C3O2
-1512.16,COC1C=COC1
-1616.93,CC(C)CC1CN1
-1306.46,C=CC1CC1
-1323.21,N#CC1CCC1O
-1910.78,C#CC1CC1C#N
-1495.37,CC1=CCC(=O)N1
-1714.43,C1COC2(C1)CC2
-1378.41,CC1=COC=CO1
-1779.09,CNCC1(C)CN1
-1670.44,CC1CNCCN1
-1374.58,C=C1CNC(=O)N1
-1698.66,CC=CC1CC1O
-1157.45,N#Cc1cc[nH]n1
-1300.48,C=C1CONC1=N
-1588.13,OCC1=CC=CC1
-1549.64,C#CC1CCC1O
-1564.22,C1CN2CC(C2)O1
-1613.97,CCN1CC1C
-1318.6,Cn1sccc1=O
-1375.25,CC1COC=NO1
-1461.51,O=CC1=CCC=C1
-1522.43,CC1CC=NN1C
-1358.25,C1=CC2CN2N=C1
-1804.84,[O]S1([O])CC=CO1
-1647.58,CC1CC1(O)CO
-1637.48,NC1(C2CN2)CC1
-1518.24,N#CCNC1CC1
-1765.27,CC1CC1C1CN1
-1580.87,CC(=O)CN1CC1
-1678.68,CN1CCC[C]1[NH]
-1400.16,Cc1nnc(C)s1
-1200.23,[CH]1O[CH][C]2OC[C]12
-1718.79,CC=C1CCOC1
-1583.8,C1=CC2CCC1O2
-1908.78,CCc1cc[nH]n1
-1654.61,CCN1CCC=N1
-1848.09,CC(O)CC1CC1
-1329.86,C[CH][N]N1CC1
-1410.94,[CH2][N]N1CC1CO
-1655.55,NCC1C=CC=C1
-1329.81,[NH][CH]N1CCC1=O
-1726.57,CC1(C)CCC1=O
-1615.54,CC1(C)CC(=O)N1
-1539.58,N#CC1CCCN1
-1312.45,Nc1ccn(O)c1
-1919.85,C=CC1CCCC1
-1320.71,Cc1cc(=N)o[nH]1
-1710.44,CNC1C(C)C1O
-1241.26,COc1ccsn1
-1788.4,CC(N)C1CC1N
-1712.31,CC(O)CN1CC1
-1764.35,C=C(C)C1CN1C
-1788.36,NC1CCC2CC12
-1366.13,O=C1C2COC1C2
-1712.22,CCC1(CO)CN1
-1510.55,CNC1C(O)C1O
-1718.92,OC1CCC2CC12
-1422.13,Cc1cc(=O)s[nH]1
-1713.33,CC12COCC1C2
-1785.25,CCC1NC1(C)C
-1770.03,C#CC=CC1CN1
-1547.7,CC1=CC2CC1O2
-1586.98,CC1(N)C(N)C1O
-1359.63,[NH][C]1NCCC1=O
-1759.68,CC1CC1N1CC1
-1612.35,CCC1CN1C
-1507.13,CC12CC1OCO2
-1293.74,N#Cc1cc[nH]c1
-1786.09,CN1CC=CCC1
-1391.8,N#CC1C=CC=C1
-1337.6,Oc1cc[nH]c1O
-1651.31,CC1CC(O)C1O
-1589.06,CCC1NCC1=O
-1563.37,COC=CC1CN1
-1442.18,O=CCCC1CN1
-1231.06,Nn1cccc1
-1117.96,CC1(CCN)CN1
-1594.53,NCC1=CCCO1
-1180.68,CC1CCNC1=N
-1489.33,C#CC1C(N)C1N
-1620.42,C1CC2CC2C1
-1776.73,CN(C)C1CC1N
-1509.03,CC1(C=O)COC1
-1387.84,O=CC1C=COC1
-1685.56,OC1CCCNC1
-1536.19,O=C1CCCOC1
-1284.48,O=C1CCN=CN1
-1471.76,O=CNC1COC1
-1336.05,N[N][CH]C1CC1
-1410.52,NC(=O)C1CCC1
-1540.62,N#CC1CCNC1
-1570.9,C1OCC2CC1N2
-1637.22,CC[N][CH]N1CC1
-1331.8,OCC1CCCN1
-1512.4,C1=NNC2CCC12
-1637.77,C=CC1NC1CN
-1543.41,C#CC1C(C)C1O
-1198.32,O=C1NCCCO1
-1718.98,COC1=CCCC1
-1587.82,C=C1CNCCO1
-1780.38,C1CCN2CC2C1
-1632.86,COCC1COC1
-1642.63,C1CN2CC2CN1
-1304.18,CC1CCNC1C
-1902.25,CN(C)C1(C)CC1
-1178.37,C=C[C]1C=N[N]O1
-1844.62,OCCC1CCC1
-1353.79,C#CC1COCO1
-1781.43,OC1C=NN=CC1
-1724.63,OCC1CC=CC1
-1743.81,CC1CCCC1=O
-1657.3,C#CC1C=NNC1
-1482.36,Cc1cc[nH]c1O
-1928.68,CCN1CCCC1
-1697.1,OC1(C2CC2)CC1
-1647.91,OCC1CC1CO
-1628.17,C=CCCC1CN1
-1788.55,CCC1=CC=CC1
-1717.66,CCC(O)C1CN1
-1587.87,C=C1C=CC(O)C1
-1488.87,C1=NCC2CC2N1
-1286.23,CC(=O)N1CC1
-1353.02,C1NCC2NC12
-1612.35,CN1C2C=CC1C2
-1497.17,C1=CC2C=CC1N2
-1914.87,NCCCC1CC1
-1583.81,NC12CCOC1C2
-1760.27,C1CC1C1CNC1
-1228.07,N#C[CH][N]N1CC1
-1417.09,CC1OCC1N
-1747.9,C1CC2CCC2N1
-1665.59,OC1CCCOC1
-1376.33,Cc1cscc1C
-1707.66,C1CC2CC(C2)O1
-1522.32,OCC1CC=CO1
-1706.79,CC1CC2CC1O2
-1546.82,Cc1ccn(N)c1
-1336.97,CC1CC=CC1N
-1375.13,C1=CCC2(C1)CC2
-1724.64,CCC1CCC1=O
-1293.02,CC1NCC1=O
-1486.56,CC1NC1C(N)=O
-1639.34,C=CC(N)C1CN1
-1355.73,C=Cc1cc[nH]n1
-1897.47,CC=CCC1CN1
-1360.81,C#CC1C(C)C1C
-1669.48,OC1CCCC1O
-1795.05,OCc1ccn[nH]1
-1590.27,C=C1C=C(C)OC1
-1389.22,O=CC1CC=CO1
-1568.85,C=C1CCC2OC12
-1458.75,CC1=CC(=O)C=C1
-1708.21,CNC1CC(O)C1
-1523.12,NC1C(O)CC1O
-1473.01,CC=CC1CN1
-1383.17,O=CN1CCCN1
-1217.23,C1=NN=CCC1
-1607.77,C1C2CC1C1NC21
-1774.35,CN1CC2CC2C1
-1118.32,O=Cc1ccsc1
-1718.06,C=C1COCC1C
-1399.39,C=COC1CC1
-1653.9,C1=CC2CCC1N2
-1936.61,O=S1(=O)CC(O)C1
-1353.34,Cc1cc(=O)[nH][nH]1
-1366.32,CON1CCC1=O
-1509.46,OC1C2CCOC12
-1049.76,N#Cc1ccns1
-1916.69,CC(N)C1CCC1
-1657.38,C=CC1CC1C#N
-1840.7,CCOC1(C)CC1
-1544.2,C#CCC1CCO1
-1528.17,OC1C=COCC1
-1717.3,NCC1CC(O)C1
-1684.45,CC1CCN=CN1
-1771.89,NCC=CC1CC1
-1544.06,C#CC1(C)CCO1
-1529.06,CC12CC1N=CN2
-1780.47,CC12CC=CC1C2
-1343.04,Cn1ccc(=O)[nH]1
-1758.41,C1CC2CNCC12
-1792.73,CC1(CN)CC1N
-1435.86,C=CC1CN1C=O
-1244.35,C1=NOC2CC2N1
-952.57,C1COC1
-1540.23,CC1CN=CN1C
-1482.57,NCC1CC(=O)N1
-1546.75,CC#CC1CCO1
-1852.75,CC1CCC1(C)O
-1426.9,C=C1CNC(C)C1
-1613.79,C#CC(N)C1CC1
-1430.25,CC1=CCCO1
-1347.89,CC1CN1[CH][NH]
-1863.32,CC1CCCOC1
-1845.61,CCC1(CO)CC1
-1917.88,CC(N)C1(C)CC1
-1247.32,[NH][C]1CC=CN1
-1565.33,C=COCC1CN1
-1771.22,C=C(CN)C1CC1
-1553.16,CC1(O)CCC1
-1462.74,C1CC1N1CC1
-1667.02,NC1C=CC(N)C1
-1228.95,Cc1ccn(C)c1
-1597.85,C1C2C3CN(C3)C12
-1785.27,C=C1CN=CNC1
-1720.47,CC1C=CCOC1
-1655.11,C1CC2NC2CN1
-1786.07,C1CNC2(C1)CC2
-1316.71,NCc1cnsc1
-1350.18,Nc1ccc(O)[nH]1
-1584.1,NC1CCC2OC12
-1515.17,C=C1COCCO1
-1516.14,N#CCCN1CC1
-1223.35,CC1C=NN=C1
-1496.52,C1=CCNCC1
-1747.29,C#CC1CC1CC
-1521.3,C=C1CCOCO1
-1727.05,CC1CCC=CO1
-1702.71,CC1OC2CC1C2
-1646.62,CCC1OCC1O
-1525.84,C1OC2COC1C2
-1646.43,NC1C=CC2CC12
-1340.55,CN=CN1CC1
-1700.7,CC=CC1CCO1
-1713.9,OC1CC2CC1C2
-1588.63,C=C1C=CCC1O
-1622.97,C#CC1CC=CC1
-1467.11,N[N][CH]OC1CC1
-1898.75,C=CC1C=NNC1
-1278.85,[CH]1O[CH][C]2NC[C]12
-1343.03,COc1cc[nH]n1
-1718.31,NC1(CCO)CC1
-1113.93,CC1(C)CN=CN1
-1494.75,C=CC1(O)COC1
-1372.16,C1=COC=COC1
-1166.69,O=CC=CN1CC1
-1511.06,C1=CC2NC2C=C1
-1836.17,COCC1CCC1
-1587.63,NC(CO)C1CC1
-1492.98,C=COC1COC1
-1784.71,C1CC2(CC2)CN1
-1785.88,C=C1CC=C(C)C1
-1289.5,CC1=CCNCC1
-1582.84,NCC1OCC1N
-1716.54,CC1COC1CN
-1911.75,CC(C)C1NC1C
-1567.66,C=CC1OCC1N
-1657.51,CC1C(C)C1C#N
-1659.76,CC1=NN=CC1C
-1271.38,C=C1CCCNC1
-1913.05,CCNC1(C)CC1
-1398.58,N#CC1=CCC=C1
-1534.19,C=C1CN=CN1C
-1491.75,CC1(C2CO2)CO1
-1318.81,COC1=NN=CC1
-1383.0,[NH]C1=C[CH]C2CN12
-1461.79,Cc1cnoc1C
-1146.75,C#Cc1ccsn1
-1632.72,OC1C=CC2NC12
-1278.92,OCc1cnoc1
-1371.21,O=C1CC2CC1O2
-1845.96,CC1C(C)C1(C)O
-1775.09,CCC1CC=NN1
-1700.58,C=C(CO)C1CC1
-1318.17,Nc1cccn1O
-1476.14,Cn1cccc1O
-1764.72,C1CC1CC1CN1
-1541.73,CCOC1CC1
-1775.1,CN1CCC2CC21
-1540.89,C#CCC1COC1
-1717.26,NCC1CC1CO
-1515.64,NC1(CO)COC1
-1376.97,CC1=NOCCO1
-1528.48,C1=NC2CC(C2)N1
-1693.77,CC1CC1C1CO1
-1590.23,CC1=CCC=CO1
-1324.15,O=CC1=NN=CC1
-1286.29,CN1CC(=O)C1
-1177.01,C=CC1=N[N]O[CH]1
-1302.5,C=Cc1cccs1
-1423.51,C#CC1CC(=O)C1
-1327.6,CNc1ccon1
-1771.85,C=C1CCC2CC12
-1345.71,OC1C2C=CC1O2
-1790.94,OC1CC1N1CC1
-1368.25,CC1CCNCC1
-1711.82,CNC1CC1CO
-1647.73,C=CC1=CCC=C1
-1057.63,c1scc2c1CO2
-1661.44,C=CC1=NNCC1
-1369.93,CC1N=CNC1=O
-1372.49,OCC1(CO)CN1
-1127.5,C1=NOC2CC12
-1454.31,NCC1CN1C=O
-1455.68,CC1(C)CC1
-2046.22,CCCC1CC1C
-1632.12,C1=CC2CN(C1)C2
-1581.53,C=C1C=CCOC1
-1246.35,O=Cc1cnsc1
-1414.7,C1=NOC2CC1C2
-1915.66,CCC(N)C1CC1
-1918.71,CC12CCCC1C2
-1264.07,CC1C=NOC1=O
-1486.15,NN1C=CCC1=O
-1750.54,CC1CCC1C
-1711.85,CC1CC(O)C1N
-1399.24,O=CC1=COCC1
-1162.86,Cc1ccon1
-1539.55,O=C(O)CC1CC1
-1704.64,CNC1(C)COC1
-1540.54,CC=C1CCNC1
-1464.53,CC1=CCCNC1
-1583.85,O=C1CC2CC1N2
-1655.45,CC1(C#N)CCC1
-1714.63,NC1CCC1CO
-1481.88,NC(=O)C1CC1O
-1565.16,NC1(C2CO2)CC1
-1654.27,CC(C#N)C1CC1
-1451.07,C#CC1CC1C
-1389.73,[CH]1C=N[C]2CCN12
-1847.88,CCC1(C)CCO1
-1784.49,CC1CC2NC2C1
-1850.55,CC1(C)CCC1O
-1788.61,NCC1(N)CCC1
-1335.86,COC1COC1
-1488.97,NC1CC(N)C1
-1615.96,CC#CCC1CN1
-1291.64,CC(=O)C1CN1
-1047.64,[CH]1O[N][C]2OC[C]12
-1753.26,CC#CC1CC1C
-1418.41,C#CC1C=COC1
-1545.83,CC1C(C)C1O
-1697.04,CC=COC1CC1
-1074.92,Oc1cccs1
-1410.06,CC1(N)COC1=O
-1270.7,O=C1C=CCON1
-1550.73,CC1CC1(C)O
-1439.99,CN(C=O)N1CC1
-1630.52,CCC1CCNC1
-1246.0,C=C1CONC1=O
-1517.58,CCC1OC=CO1
-1711.91,NCCC1COC1
-1610.85,CCCN1CC1
-1720.37,C=C1COC(C)C1
-1928.73,CN1CCCCC1
-1738.28,O=C1NCCC1O
-1547.4,OCC#CC1CC1
-1574.88,CC12CC=CC1O2
-1603.11,C#CC=CC1CC1
-1429.56,CC1(C)C(N)C1N
-1718.54,NC1CC1CCO
-1455.55,CCc1cnoc1
-1675.41,N#CC1CCCC1
-1612.99,C#CC1NC1C#C
-1155.4,C#Cc1cnoc1
-1538.11,N=C1NCC2CC12
-1409.71,OCCN1CC1
-1611.47,C#CC1(N)CCC1
-1640.83,CN=C(C)N1CC1
-1622.33,C#CC1C=CCC1
-1419.69,O[N][CH]CC1CN1
-1781.56,CNC1C(C)C1N
-1449.89,Cc1ccc(N)s1
-1732.12,C1CC2CC1CO2
-1619.83,NCCC1CC1
-1518.31,NC1(CO)CC1O
-1537.81,C1CC2NCC2O1
-1525.86,Cc1c[nH]nc1C
-1543.11,N=C1CC=CCN1
-1652.22,C1=CC2CC1CN2
-1321.23,C#C[CH][N]N1CC1
-1315.9,CC1CN1C
-1787.54,NCCC1(N)CC1
-1414.84,CO[N][CH]C1CN1
-1796.26,C=C1CCC(N)C1
-1913.67,CCC1C=NNC1
-1582.74,C=C1CCOC1=C
-1908.05,CNC1(C)CCC1
-1242.71,C=C1CN=CN1
-1717.38,OC12CCC(C1)C2
-1785.04,C#Cc1cnsc1
-1583.2,C1CC2NC2CO1
-1785.36,NC1C2CCC1C2
-1297.05,Cc1cccnn1
-1779.25,CC(N)C1CN1C
-1460.97,Nn1ccc(O)c1
-1780.74,NCCNC1CC1
-1586.7,NCC1C(N)C1O
-1555.1,CN1CC1C1CO1
-1230.4,O=COC1CC1
-1405.32,CC1C(C#N)N1C
-1658.86,C1CCOCOC1
-1687.21,O=CN1C=CCC1
-1518.71,C#CC1C=NN=C1
-2044.71,CCC(C)C1CC1
-1587.86,OCC1=CCC=C1
-1723.64,CCC1CC=CO1
-2065.77,CC1CCCC1C
-1809.1,NC1CCCC1N
-1275.07,O=c1ccocc1
-1490.31,NCC1CC1N
-1359.16,C1C2OC2C2OC12
-1548.78,CCC1CCO1
-2046.26,CCC1CC(C)C1
-1458.51,N#CC1CCC1=O
-1309.73,C#CC1CN1C
-1650.27,C=C1C=CC=CC1
-1483.76,CC1CCCC1N
-1697.08,C=C(C)OC1CC1
-2062.1,C=C1C=CC=C1C
-1599.84,OCC1CCNC1
-1617.73,CC1=CC2CC1N2
-1926.32,CC1=CCC(C)C1
-1642.5,CC1C(O)C1(C)O
-1638.25,C1=CC2CC(C1)N2
-1276.23,[CH]1O[N][C]2CC[C]12
-1612.39,CN1CC1(C)C
-1503.63,NC1CCNC1=O
-1319.57,Cc1csc(N)c1
-1505.19,CN1N=CC2CC21
-1728.72,CC1COCCN1
-1726.01,CC1C=COCC1
-1717.55,CC(O)C1NC1C
-1924.23,C=C1CCC(C)C1
-1615.27,C#CC1CCC1N
-1778.2,CNCC1NC1C
-1160.27,Cc1cnoc1
-1535.9,C1C2OC1C1CC21
-1582.09,OC12CNCC1C2
-1910.69,CNCC1CC1C
-1414.88,CC1NC1C(=O)O
-1051.63,NCc1ccsn1
-1248.5,Cc1sccc1O
-1153.75,C#CC1CC1
-1181.09,C=C1C=NN=CO1
-1786.07,CC1C=CCNC1
-1211.76,N#CC#CC1CN1
-1491.51,CC1OC1C1CO1
-1653.74,CC1(C2CN2)CN1
-1383.1,CC1CC(C)(N)C1
-1402.19,C=Cn1cccn1
-1792.26,CC1=CC=C(C)C1
-1435.95,O=C1NC=CCN1
-1770.01,CC1C2CCN1C2
-1745.24,C#CCCC1CC1
-1648.23,OCC(O)C1CC1
-1719.81,CCC1(N)CC1O
-1807.38,NC1CCNCC1
-1713.6,N#CC(O)C1CN1
-1256.19,Nc1ccc[nH]1
-1785.84,CCC1(C)CN1C
-1208.76,C#CC1OC=CO1
-1513.84,C1CC2OC2CO1
-1719.14,CC1CC(CN)O1
-1768.04,C#CC1NC1C=C
-1405.81,C=C1NC=NC1C
-1418.77,CC1CN1[CH][N]O
-1781.92,CNC1CC1CN
-1531.76,C1OC2CC1CO2
-1901.11,CCC=CC1CC1
-1596.43,C1OC2CNC1C2
-1628.48,CC1CC=CC1
-1846.58,CCC1(C)CC1O
-1686.34,C1=CCCCC=C1
-1694.6,C=C(OC)C1CC1
-1470.39,C1OCC2OCC12
-1588.07,O=C1CCC2CN12
-1246.53,Nc1ccsc1N
-1725.4,CC1CC(=O)C1C
-1448.88,[CH2]c1cc[nH]c1[NH]
-1731.4,OC1CC=CCC1
-1636.38,CC(=NN)C1CC1
-1520.95,CC(C#N)C1CN1
-1059.16,N#Cc1ccon1
-1514.97,NC1COC1CO
-1425.16,CC1C2C=NOC12
-1718.57,CC1(C)NC1CO
-1411.06,O=CNOC1CC1
-1933.61,C1=CCC2CC2C1
-1716.29,CCC1NC1CO
-1483.32,CC1CN1C(N)=O
-1651.18,CN(C=N)C1CC1
-1545.47,CCC1COC1
-1050.2,Nc1sccc1O
-1931.49,CCc1ccc[nH]1
-1715.03,CC1C(C)C1C=O
-1562.75,C#CC1=NCCN1
-1471.66,O=Cn1cccn1
-1247.03,O=C(CO)C1CN1
-1585.91,CC12CNCC1O2
-1446.66,O=C1CCCC1
-1082.2,C=C1C=NN=C1
-1682.44,CCC1(CC)CN1
-1470.47,[NH][C]1COCCN1
-1787.31,C=C1C=CC(C)C1
-1298.63,[NH][C]1NC=CC1O
-1453.21,OC1CC1C1CN1
-1525.09,C=CC1=NN=CC1
-1594.7,CC1(N)C=COC1
-1542.95,C#CCC1CC1O
-1909.13,CNCC1CCC1
-1788.59,NC1C2CCCC12
-1571.3,C#Cc1ccns1
-1319.77,Nc1cc(O)cs1
-1633.27,C1CC(C2CN2)N1
-1189.09,C=CC1NC1CO
-1924.7,CC1C=CCC1C
-1846.75,CC1CC(CO)C1
-1652.25,CC1(O)CC1(C)O
-1495.68,OC1C=CCNC1
-1381.73,C=C1OCOC1=C
-1575.19,C=CC1C=COC1
-1574.02,CC1(C)CC=NN1
-1521.74,CC1CC(O)C1=O
-1189.55,OCc1cc[nH]c1
-1583.64,CCC1CN1C=O
-1348.33,N#CC#CC1CC1
-1465.91,C=C1C=CC(=O)C1
-1149.68,Cc1ccns1
-1513.15,O=CC1(O)CCC1
-1515.35,C#CCN1CC1C
-1715.39,CC1(CCO)CN1
-1661.29,C=C1C=NN2CC12
-1312.81,C=Cc1cnoc1
-1241.96,O=CN1CC(=O)C1
-1710.79,CC1C(CO)N1C
-1253.88,Cc1cn[nH]c1
-1269.02,C1Cc2nsnc21
-1783.86,NC1CC2CC1C2
-1432.81,N=C1CC(O)CN1
-1371.53,Cc1ccsc1C
-1782.79,C1CC2CC(C2)N1
-1590.07,NC1CC(N)C1O
-1540.02,CN1C=CCC1=N
-1846.98,CC1(CCO)CC1
-1315.29,CC1CNC1=O
-1724.73,C=C1CCCC1O
-1714.08,CC1(CN)COC1
-1721.81,CC1=CCOCC1
-1645.38,C1=CC2NCC2C1
-1784.3,CC(C)(N)C1CN1
-1575.75,C1=CCC2(C1)CO2
-1763.23,C1CC2CCN2C1
-1352.8,CC1C=NNC1=O
-1570.15,COC1C=CC=C1
-1716.3,CC1OCC1(C)N
-1323.46,O=C1CCC=NO1
-1710.9,CCN1CC1CO
-1329.06,[NH][C]1OCC2CN12
-1400.63,O=C1CC=CN1O
-1722.49,CC1=CCCOC1
-1426.54,O[N][CH]C1COC1
-1428.79,CC1CCC1=O
-1381.68,CC1CN=CN1
-1735.31,CC1CC(O)CN1
-1779.55,CCN1CC1CN
-1694.03,C1CC1CC1CO1
-1772.67,C#CC1=NN=CC1
-1306.67,O=CNC1CC1
-1907.16,CCNC1CCC1
-1590.08,OC1CNC2CC12
-1848.46,CC1(C)CC1(C)O
-2047.12,CCC1CC1(C)C
-1388.77,[NH][C]1CCCN1
-1605.23,C#CC(C)N1CC1
-1549.18,OCCC1CC1
-1255.97,OC1CCC1
-1147.2,Nc1cccs1
-1610.75,C=CC(C)C1CN1
-1438.58,[CH2][N]OC1CC1O
-1911.2,CNCC1(C)CC1
-1244.44,O=C1CC=CCN1
-1453.44,Cc1cscc1O
-1699.06,C=COC1CCC1
-1795.54,C1CN2CCC1C2
-1584.63,C1=CCCOC=C1
-1426.2,C1=NOC2(C1)CC2
-1804.68,C1CC2CCC1N2
-1385.72,CC1=NCCN1
-1397.01,COC1CNC1=O
-1717.17,NCCC1(O)CC1
-1526.96,C1=NCC2(CC2)N1
-1720.63,CC12CCCC1O2
-1293.39,N#CC(=O)N1CC1
-1350.08,CC(=N)N1CC1
-1279.43,OCCCC1CN1
-2044.91,CCCCC1CC1
-1470.81,COc1ccc[nH]1
-1334.65,[NH][C]1NC2CC2O1
-1694.39,C1CC(C2CO2)C1
-1615.68,CNC1CC1C
-1515.87,O=CC1CC(O)C1
-1584.2,CCN1CC(=O)C1
-1603.59,C=CC1CC1C
-1930.18,CNC1CCCC1
-1789.02,CCC1=CCC=C1
-1644.68,CCC1(O)COC1
-1216.27,N#CCN1CC1
-1715.76,COC1C=CCC1
-1284.36,OC1CN2CC1C2
-1647.08,CCC1(O)CC1O
-1654.22,C1=NNCCCC1
-1719.32,OC12CCCC1C2
-1584.29,C=CC1=COCC1
-1690.93,C=CCOC1CC1
-1482.66,CN1CC1CN
-1213.03,O=CC1CCO1
-1907.96,CC1NC1(C)CN
-1595.56,C=C1CC(N)CO1
-1714.64,O=CCC1CCC1
-1406.99,CN1CC(O)C1=O
-1766.22,CC1=CCC=C1C
-1912.1,CC(C)N1CC1C
-1516.64,C1=COCOCC1
-1364.84,CN1C=NCC1=O
-1777.61,CC1C(N)C1(C)C
-1762.81,CC1NC2CC1C2
-1357.61,O=CN1CCCO1
-1762.4,C=CC1C(C)C1N
-1018.13,C#CC1CN1
-1492.52,NC1=CC(=O)CC1
-1247.89,CC1CCN(C)C1
-1593.2,NCC1CC=CO1
-1625.54,C1NC1CN1CC1
-1678.31,[NH][CH]N1CCCC1
-1539.6,COC1CC1C
-1558.05,CC1(CN)CCC1
-1728.42,CC1CNCCO1
-1496.38,OC1(C2CO2)CC1
-1490.56,CC1(N)CC1N
-1909.19,CCCN1CC1C
-1639.01,C=CC1C=CC=C1
-1370.19,O=C1COC=CN1
-1377.94,N=C1CCC(=O)N1
-1334.22,N#CC1=COCC1
-1752.67,C=CC1CC1C=C
-1519.3,CC1(O)C(N)C1O
-1676.8,C#CC1CN=CN1
-1710.18,C1OCC2CC1C2
-1724.05,CCC1CC(=O)C1
-1477.58,Cc1ccc(C)[nH]1
-1318.79,Nc1ccsc1O
-825.76,O=S1(=O)CCOC1
-1911.41,CC1CC2CC1C2
-1412.24,NC1CC1C(=O)O
-1373.51,CCC1C(N)C1N
-1653.88,Cc1ccnn1C
-1845.38,CC(C)C1CCO1
-1502.52,O=CCOC1CC1
-1619.37,C1NCC1N1CC1
-1017.04,C#CC1=N[N]O[CH]1
-1324.33,[CH2][N]N1CC1C
-1785.51,CC1(C)C=CC=C1
-1765.12,C=CC1CC1NC
-1216.97,O=CC1CC1O
-1785.82,[CH2][N]N1CC1C=C
-1528.71,CC1C(CN)N1C
-1576.01,NC1CC2CC1O2
-1903.18,CC=CCC1CC1
-1471.43,COc1cc[nH]c1
-1508.99,C1OCC2(CC2)O1
-1739.46,CC1CCC2NC12
-1277.49,O=CCN1CC1
-1709.71,CC1C2CCOC12
-1550.43,C[CH][N]OC1CC1
-1396.67,COC(=O)C1CN1
-1427.91,CC1CC=CO1
-1648.85,C1=CC2CC(C1)C2
-1413.82,C1CC2CC2O1
-1546.8,C#CC1CC1CO
-1735.84,NC1CCOCC1
-1255.41,CC1CCC1(C)N
-1120.22,O=C1C=CCO1
-1619.7,CC1C(C)C1N
-1745.67,C=CC1NC1C=C
-1717.32,CC1NC1(C)CO
-1763.68,CC1C=NNCC1
-1514.91,NCC(O)C1CN1
-1453.71,N#CC1CC(=O)C1
-1724.47,OCC1C=CCC1
-1908.02,CCC(C)N1CC1
-1486.28,Cc1c[nH]c(O)c1
-1476.05,NC1CC1NC=O
-1653.13,NC1CCC2NC12
-1802.8,C1CC2CC1CN2
-1597.51,NC1C=COCC1
-1912.58,C=C(C)CC1CN1
-1747.0,CCC1=NCCN1
-1478.02,CC1CC(=O)NN1
-1402.25,N=CNC1CC1O
-1695.1,C=CC1(C)COC1
-1611.14,C1=CCN2CC2C1
-1320.32,CNc1ccsn1
-1444.08,CC1CN(O)C=N1
-1846.74,CC1OCC1(C)C
-1845.91,CCC1OCC1C
-1628.75,C[CH][N]N1CC1C
-1581.59,C1=CC2CC1CO2
-1319.07,CC1CNC(=S)N1
-1524.77,C=C1OCCC1O
-1639.72,C=C(CN)C1CN1
-1418.74,C#CC1C(N)C1O
-1708.68,COC1(C)CC1N
-1101.34,CC1C(C)N1[CH][NH]
-1348.1,C1=CC2NC2C1
-1547.55,S=C1NCCCN1
-1629.56,CCC1(C)CC1N
-1899.95,CCC1=NN=CC1
-1554.7,OC1C2C=CC1C2
-1391.39,O=CC1CC(=O)C1
-1437.54,C1=NNCCOC1
-1318.86,Cc1sccc1N
-1296.74,Cn1sccc1=N
-1637.29,NC1CC1C1CN1
