measured log solubility in mols per litre,molecules
-2.356,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
-2.46,CCCC=C(C=O)CC
0.58,COC=O
-1.87,C=CC=C
-0.63,CC(C)OC=O
-3.15,O=C(Nc1ccccc1)Nc1ccccc1
-2.19,O=[N+]([O-])c1ccc(C=NO)o1
-3.93,Clc1cccc2ccccc12
-4.4110000000000005,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1
-0.4,CC(C)(C)CO
-2.4,C=C(C)C(=C)C
-4.43,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
-0.71,CCC(C)CCO
-2.43,CC(C)CBr
-1.6,CCCCC(C)(O)CC
-5.28,Clc1ccc(-c2ccccc2Cl)cc1
0.76,c1ccncc1
-3.401,Nc1nc(O)nc2nc[nH]c12
-1.95,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
-4.36,CCCC(C)(C)C
-3.08,CCCCCBr
-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
-1.155,Nc1cc[nH]c(=O)n1
-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
0.29,C#C
-4.29,CCc1ccc2ccccc2c1
1.1,c1cncnc1
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
-5.05,CC(C)CCC(C)(C)C
-2.58,CCCSCCC
-2.4,CCC1(CC)C(=O)NC(=O)NC1=O
-1.48,ClCC(Cl)Cl
-1.7080000000000002,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
0.15,CCOC=O
-2.253,CSc1nnc(C(C)(C)C)c(=O)n1N
-5.84,Cc1ccc2c(ccc3ccccc32)c1
-0.6,CCCCCO
-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
-1.36,CCCC(=O)OCC
-4.44,C=CCCCCCC
-1.71,FC(F)(F)C(Cl)Br
-6.317,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
-6.96,Cc1ccc2cc3ccccc3cc2c1
-2.349,O=C1NC(=O)C2(CCCC2)C(=O)N1
-5.06,CCCCCCCCBr
-1.04,CCC(C)(C)CO
-2.523,Cn1cnc2c1c(=O)[nH]c(=O)n2C
-6.25,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1
1.02,Oc1ccncc1
-1.92,CCCC(=O)OC
-5.16,CCCCC(C)CC
-0.22,C=CC(=O)OC
-2.461,Cc1cc(C(=O)NNCc2ccccc2)no1
-8.4,CCCCCCCCCCCCCCCCCCO
-0.12,CC(=O)C(C)C
-2.16,c1ccc2[nH]ncc2c1
-6.34,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
-6.57,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1
-1.94,C=CCC
-4.81,CCCCCCCI
-1.98,CCCCCC(O)CC
-5.08,CCCCCC(C)C
0.43,CC(C)O
-1.29,OC1CCCCCCC1
-1.989,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
-0.01,CCCC=O
0.94,CN(C)C(=O)N(C)C
-1.6,CCI
-0.8,CCC[N+](=O)[O-]
-0.78,c1ccc2[nH]nnc2c1
-1.34,CCCOC(C)C
-4.74,CCCC1CCCC1
-0.82,CCOC(=O)CC(=O)OCC
-2.59,C1=CCCCC1
-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
-1.96,ClC=C(Cl)Cl
-1.6,c1ccc(C2CO2)cc1
-7.28,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F
-3.18,CCC(C)C
-7.82,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-3.5380000000000003,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
-6.01,Clc1cccc(-c2cc(Cl)ccc2Cl)c1
-5.03,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
-3.11,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
-5.36,CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21
-1.93,OC(c1ccccc1)C(O)c1ccccc1
-3.84,CCCCCC
-5.24,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
-5.14,CCCCSP(=O)(SCCCC)SCCCC
-2.37,CCCCBr
-6.86,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
-6.47,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1
-4.57,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C
-1.81,CCCCCCCO
-2.596,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
-3.09,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
-0.98,CCCC(C)(O)CC
-3.46,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
0.1,CC(C)CO
-3.168,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
-8.01,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-5.05,C=CCCCCCCC
-4.678,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
-2.36,CC(=O)Nc1nnc(S(N)(=O)=O)s1
-1.886,O=C1NC(=O)C2(CC2)C(=O)N1
-1.716,CCN(CC)C(=O)CSc1ccc(Cl)nn1
-4.21,O=C(Nc1ccccc1)c1ccccc1I
-4.799,O=C1c2ccccc2Cc2ccccc2N1CCF
-4.55,Ic1cccc2ccccc12
-2.73,C=CC(C)C
-1.89,CCCCCOC(C)=O
-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
-0.66,CCCOCC
-3.38,CCCCCCCCC(=O)OC
-4.8,CCCCCCCCCCCCO
-3.24,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12
-3.04,CCNc1nc(NC(C)C)nc(SC)n1
-3.18,C1=CCCCCC1
-1.34,CCCCC(=O)OC
-1.45,CCCCCC(C)=O
-3.896,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
-1.24,C#CCC
0.26,C[N+](=O)[O-]
-2.17,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
-1.11,COc1ncc2nccnc2n1
-2.18,CCCCS
-4.24,C#CCCCCCCC
-3.96,C1=Cc2cccc3cccc1c23
-1.09,CCBr
-4.72,Cc1cc2ccccc2cc1C
-3.14,CC1=C(C(=O)Nc2ccccc2)SCCO1
0.15,CCC(C)(C)O
-1.4,CCCC(O)CCC
-0.85,CCC(O)(CC)CC
-4.345,c1ccc(-c2ccccc2)cc1
-4.43,CCCCCCCBr
-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-1.139,COc1cnc2ncncc2n1
-0.41,C#CC
-6.35,c1ccc2cc3ccccc3cc2c1
-0.62,CC(C)[N+](=O)[O-]
-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
-1.06,CCCl
-8.4,CCCCCCCCCCCCCCCC
-0.62,CC(O)C(C)(C)C
-0.9,C
-1.94,Cc1ccc2ccc(C)nc2c1
-2.11,CCCCC(CC)CO
-2.39,CCCCCCCCO
-3.17,CCCCCCCC(=O)OC
-3.12,CCCCCCCl
-2.05,CCCCCCC(C)=O
-0.77,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1
-0.46,COC(=O)c1cccnc1
-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-1.94,CCC
-2.42,Oc1cccc2cccnc12
-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
-4.02,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
-4.376,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-4.54,Clc1ccccc1-c1ccccc1
-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O
-2.74,CCCCCCC(=O)OCC
-1.73,CCCBr
-7.39,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl
-2.253,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
-4.2860000000000005,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
-2.42,Cc1c[nH]c2ccccc12
-2.06,C1=CCC=CC1
-3.85,CCNc1nc(Cl)nc(NC(C)C)n1
-2.57,CCCC
-1.47,CCCCC(O)CC
-1.6,CC(Cl)CCl
-1.99,CCC#CCC
-4.925,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-2.084,CCNc1nc(NC(C)C)nc(OC)n1
-3.46,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
-2.46,CC(C)=CCC/C(C)=C\CO
-4.88,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
-0.8759999999999999,Cn1c(=O)c2c(ncn2C)n(C)c1=O
-0.77,CCOCCOCC
-4.14,Cc1ccc(C)c2ccccc12
-3.928,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2
-3.96,c1ccc(Oc2ccccc2)cc1
-3.82,C/C=C/CCCC
-2.81,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
0.38,Cc1cncc(C)c1
-4.62,Cc1ccc(-c2ccccc2)cc1
-1.45,c1ccc2cnccc2c1
-3.504,c1ccc(Nc2ccccc2)cc1
-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C
-4.69,CCCCCCCCCCCC(=O)OC
-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O
-3.06,O=C1NC(=O)C2(CCCCC2)C(=O)N1
-0.99,CCCCOC
-2.35,CC1CCC(C(C)C)C(=O)C1
-1.62,CNC(=O)ON=C(CSC)C(C)(C)C
-0.29,CCCC(C)O
1.1,c1ccnnc1
-7.39,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
-2.74,CCCCCCCC(C)O
-7.66,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-0.466,Cc1ncnc2nccnc12
-4.28,CCC(C)C(C)C
-6.005,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
-3.59,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1
-5.915,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1
-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
-4.328,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
-0.89,CCCCC(C)O
-0.667,NC(=O)c1cnccn1
-7.32,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1
1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC
-4.207,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21
-4.55,CCNc1nc(Cl)nc(NCC)n1
-1.55,CCCCCC(C)O
1.02,Oc1ccccn1
-5.284,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
-3.09,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
0.715,Cc1cc(=O)n(-c2ccccc2)n1C
-4.95,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1
-2.322,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
-1.23,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
-5.51,C=CCCCCCCCC
-4.805,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
-2.55,OC(c1ccccc1)c1ccccc1
-4.553999999999999,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21
-0.55,CC(=O)OC(C)C
-1.99,C=CC(C)(O)CCC=C(C)C
-5.88,CCCCCCCCC
-1.52,c1ccc2[nH]ccc2c1
-1.32,ClCCBr
-0.92,CC(C)CC(C)(C)O
-4.06,CCNc1nc(Cl)nc(N(CC)CC)n1
-2.28,Oc1ccc2ccccc2c1
-8.23,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
-0.15,C=CCCCO
-1.68,BrCCBr
-3.604,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
-2.647,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O
-4.15,C1CCCCCCC1
-7.0,CCCCCCCCCCCCCCCCO
-0.51,CC(C)CCO
-1.742,CC1(C)C(=O)NC(=O)NC1=O
-7.11,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
-3.18,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
0.38,Cc1cccnc1C
-4.13,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
-2.35,CCCCCC(=O)OCC
-5.184,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-3.67,c1ccc2nc3ccccc3cc2c1
-2.58,CCCCCCCC(C)=O
-2.13,CCCCC(C=O)CC
-4.23,CCC(C)(C)CC
-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
0.47,CCC(C)O
-3.408,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
-5.071000000000001,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
-3.18,Sc1nc2ccccc2s1
-3.59,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
-4.19,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl
-2.64,CCC1(c2ccccc2)C(=O)NCNC1=O
-6.78,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-4.743,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
0.74,OCC1OC(O)C(O)C(O)C1O
-3.2460000000000004,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
0.64,OCC1OC(O)(CO)C(O)C1O
0.49,C1CCOC1
-3.73,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
-2.925,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
-3.93,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
-2.06,C=C(C)C1CC=C(C)C(=O)C1
-4.445,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
-4.081,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-8.6,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
-3.38,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
-5.19,O=C1c2ccccc2C(=O)c2ccccc21
0.39,OC1COC(O)C(O)C1O
-4.047,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
-7.85,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2
-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl
0.3,O=C1CCC(=O)N1
-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C1CCCC21
-2.68,c1cnc2c(c1)ccc1ncccc12
-5.19,C1CCC2CCCCC2C1
-4.38,c1ccc2c(c1)sc1ccccc12
-0.03,C1CCOCC1
-7.92,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1
-3.127,Nc1cnn(-c2ccccc2)c(=O)c1Br
-5.43,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
-3.29,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
-3.48,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
-3.583,Nc1nc2[nH]cnc2c(=O)[nH]1
-3.81,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
-3.27,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
-4.046,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
-5.292999999999999,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-2.09,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
-1.99,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1
-1.5,c1ccc2scnc2c1
-8.699,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
-1.64,CC12CCC(CC1)C(C)(C)O2
-5.47,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
-3.81,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
0.11,CC1CCCO1
-2.436,Cc1cc(=O)[nH]c(=S)[nH]1
-1.06,CC1=CC(=O)CC(C)(C)C1
-4.09,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
-8.0,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
-2.33,Cc1ccccc1[N+](=O)[O-]
-0.92,CC(O)c1ccccc1
-3.85,CC1CCCCC1
-3.63,Clc1ccc(Br)cc1
-4.12,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
-3.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
-3.082,CCCCOC(=O)c1ccc(N)cc1
0.07,NNc1ccccc1
-2.44,Cc1cccc([N+](=O)[O-])c1
-5.0,c1ccc2c(c1)Cc1ccccc1-2
-5.68,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-1.506,Cc1c[nH]c(=O)[nH]c1=O
-1.09,Oc1ccc(Br)cc1
-0.96,O=Cc1ccc(O)cc1
-0.72,Nc1ccccc1O
-2.33,CCOc1ccccc1
-1.456,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
-1.82,NC(=O)c1ccccc1O
-2.05,CNC(=O)Oc1ccccc1OC(C)C
-1.38,Cc1ccc(O)cc1C
-5.736000000000001,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
-2.23,Cc1ccccc1Br
-4.5760000000000005,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1
-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
-5.4,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1
-5.24,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O
-2.39,ClCc1ccccc1
-0.7,Oc1ccc(Cl)cc1
-1.84,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
-0.62,Cc1ccccc1O
-3.27,Clc1ccc(Cl)cc1
-6.124,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-3.75,CCc1ccc(CC)cc1
-2.78,COc1cccc(Cl)c1
-2.77,Cc1ccc(C)cc1
-1.74,Cc1ccc(S(N)(=O)=O)cc1
-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1
-3.22,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
-1.01,O=[N+]([O-])c1cccc(O)c1
-2.38,Clc1ccccc1
-3.08,Cc1ccc(Cl)cc1
-4.5,Brc1ccc(Br)c(Br)c1
-3.76,Cc1ccccc1C(C)C
-1.49,COc1ccc(C=O)cc1
-5.839,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O
-5.16,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
-2.21,Oc1cc(Cl)c(Cl)cc1Cl
-3.11,CCc1ccc(C)cc1
-1.4880000000000002,O=c1cc[nH]c(=O)[nH]1
-2.484,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
-3.04,Clc1cccc(Cl)c1
-6.59,Cc1cc2ccccc2c2ccc3ccccc3c12
-1.74,O=[N+]([O-])c1ccccc1O
-6.98,Brc1cc(Br)c(Br)cc1Br
-2.59,CCCCCCc1ccc(O)cc1O
-3.927,CN(C)C(=O)SCCCCOc1ccccc1
-4.03,Clc1ccc(I)cc1
-1.655,O=C1NC(=O)C2(CCC2)C(=O)N1
-0.807,Cn1ccc(=O)[nH]c1=O
-1.03,CC(=O)Nc1ccc(O)cc1
-1.3,Oc1cccc(Cl)c1Cl
-7.01,Cc1c(C)c2c3ccccc3ccc2c2ccccc12
-2.77,CCc1ccccc1
-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
-1.25,Oc1ccc(Cl)c(Cl)c1
-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
-4.3,CC1CCCCC1C
-2.35,CCOC(=O)c1ccc(O)cc1
-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
-2.55,Brc1ccccc1
-1.96,COc1ccccc1O
-3.84,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1
-1.92,CN(C)c1ccccc1
-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
-2.67,Oc1cc(Cl)cc(Cl)c1Cl
-2.843,CC(=O)Nc1ccc(Cl)cc1
-1.803,CNC(=O)Oc1ccccc1
-0.96,NC(=O)c1ccccc1
0.62,Oc1ccccc1O
-5.47,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
-5.03,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O
-4.37,O=C(Nc1cccc(Cl)c1)OCC#CCCl
-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl
-2.34,CNC(=O)Oc1cccc(N=CN(C)C)c1
-2.82,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
-4.2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1
-2.21,Cc1ccccc1
-3.4,Cc1cc(C)cc(C)c1
-4.59,Cc1cc(C)c(C)cc1C
-6.68,c1ccc2c(c1)Cc1c-2ccc2ccccc12
-3.54,Clc1ccccc1I
-4.12,CC(C)Cc1ccccc1
-1.8,Fc1ccccc1
-1.34,Nc1ccc(S(N)(=O)=O)cc1
-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1
-3.9,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
-1.33,CC(=O)Nc1ccccc1
-2.32,CCOC(=O)c1ccccc1
-6.6370000000000005,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
-3.59,Clc1ccc(Cl)c(Cl)c1
-1.827,COC(=O)c1ccc(O)cc1
-3.37,CCCc1ccccc1
-3.2,Cc1cccc(C)c1C
-2.92,C=CCc1ccc(OC)cc1
-2.49,Cc1ccc([N+](=O)[O-])cc1
-0.7,OCCOc1ccccc1
-4.57,Clc1ccc(Cl)c(Cl)c1Cl
-0.8,Nc1ccc(O)cc1
-2.0,Fc1cccc(F)c1
-1.19,Cc1ccc(O)c(C)c1
-2.64,Oc1c(Cl)ccc(Cl)c1Cl
-2.38,N#Cc1ccccc1C#N
-1.85,COC(=O)c1ccccc1
-2.82,C=Cc1ccccc1
-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
-3.3,Cc1occc1C(=O)Nc1ccccc1
-1.77,NC(=S)Nc1ccccc1
-3.658,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
-0.4,OCc1ccccc1
-2.09,CCSCc1ccccc1OC(=O)NC
-3.1,C1CCCCC1
-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1
-3.083,CC(=O)Nc1ccc(Br)cc1
-5.64,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1
-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC
-3.19,Cc1ccc(Br)cc1
-5.23,Cc1c(C)c(C)c(C)c(C)c1C
-2.08,Cc1ccc(C(C)C)cc1O
-3.13,CC=Cc1ccc(OC)cc1
-1.077,O=c1[nH]cc(F)c(=O)[nH]1
-2.21,Cc1ccccc1N
-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
-3.01,Ic1ccccc1
-3.5,Brc1ccccc1Br
-2.53,CC1CCC(C(C)C)C(O)C1
-3.19,Clc1ccccc1Br
-4.862,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
-3.43,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
-3.39,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
-8.003,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-2.29,O=[N+]([O-])c1cccc([N+](=O)[O-])c1
-3.21,CCc1ccccc1C
-2.37,Nc1ccc([N+](=O)[O-])cc1
-1.97,Fc1ccc(F)cc1
-1.64,c1ccccc1
-0.985,COc1ccccc1OCC(O)COC(N)=O
-1.55,Oc1ccc(Cl)cc1Cl
-1.7,CCNc1ccccc1
-3.27,CC(C)c1ccccc1
-4.31,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
-2.154,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
-6.876,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
-7.8,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31
-2.22,Cc1ccc(C(C)C)c(O)c1
-3.05,Clc1ccccc1Cl
-2.39,CSc1ccccc1
-5.22,Cc1cccc2c1Cc1ccccc1-2
-1.601,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
-4.07,Brc1ccc(Br)cc1
-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
-4.47,CC1CCC(C)CC1
-2.78,COc1ccc(Cl)cc1
-4.24,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
-1.99,Oc1ccc2c(c1)CCCC2
-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
-5.6,Brc1cc(Br)cc(Br)c1
-3.78,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
0.0,Oc1ccccc1
-1.66,Nc1ccc(Cl)cc1
